,type,id,bnf_code,nm
24,amp,8260411000001105,0802010G0AABXBX,Azathioprine 120mg/5ml oral solution (Special Order)
25,amp,8260811000001107,0802010G0AABXBX,Azathioprine 120mg/5ml oral suspension (Special Order)
26,amp,12069011000001106,0802010G0AAAXAX,Azathioprine 125mg/5ml oral solution (Special Order)
27,amp,12068711000001104,0802010G0AAAXAX,Azathioprine 125mg/5ml oral suspension (Special Order)
28,amp,8261211000001100,0802010G0AABYBY,Azathioprine 150mg/5ml oral solution (Special Order)
29,amp,8262911000001103,0802010G0AABYBY,Azathioprine 150mg/5ml oral suspension (Special Order)
30,amp,8263111000001107,0802010G0AAAUAU,Azathioprine 15mg/5ml oral solution (Special Order)
31,amp,8264311000001106,0802010G0AAAUAU,Azathioprine 15mg/5ml oral suspension (Special Order)
32,amp,12070911000001108,0802010G0AABJBJ,Azathioprine 175mg/5ml oral solution (Special Order)
33,amp,12070311000001107,0802010G0AABJBJ,Azathioprine 175mg/5ml oral suspension (Special Order)
34,amp,12093311000001108,0802010G0AABIBI,Azathioprine 200mg/5ml oral solution (Special Order)
35,amp,12093011000001105,0802010G0AABIBI,Azathioprine 200mg/5ml oral suspension (Special Order)
36,amp,8267211000001105,0802010G0AAAWAW,Azathioprine 20mg/5ml oral solution (Special Order)
37,amp,8268111000001103,0802010G0AACKCK,Azathioprine 20mg/5ml oral suspension (Drug Tariff Special Order)
38,amp,16012511000001109,0802010G0AACGCG,Azathioprine 250mg/5ml oral solution (Special Order)
39,amp,16014711000001109,0802010G0AACGCG,Azathioprine 250mg/5ml oral suspension (Special Order)
40,amp,744711000001104,0802010G0AAADAD,Azathioprine 25mg tablets (A A H Pharmaceuticals Ltd)
41,amp,5866911000001101,0802010G0AAADAD,Azathioprine 25mg tablets (Actavis UK Ltd)
42,amp,611111000001100,0802010G0AAADAD,Azathioprine 25mg tablets (Alliance Healthcare (Distribution) Ltd)
43,amp,22614111000001101,0802010G0AAADAD,Azathioprine 25mg tablets (DE Pharmaceuticals)
44,amp,3695011000001108,0802010G0AAADAD,Azathioprine 25mg tablets (IVAX Pharmaceuticals UK Ltd)
45,amp,338311000001105,0802010G0AAADAD,Azathioprine 25mg tablets (Kent Pharmaceuticals Ltd)
46,amp,29997811000001108,0802010G0AAADAD,Azathioprine 25mg tablets (Mawdsley-Brooks & Company Ltd)
47,amp,544611000001107,0802010G0AAADAD,Azathioprine 25mg tablets (Mylan)
48,amp,17789111000001105,0802010G0AAADAD,Azathioprine 25mg tablets (Phoenix Healthcare Distribution Ltd)
49,amp,24505211000001107,0802010G0AAADAD,Azathioprine 25mg tablets (Sandoz Ltd)
50,amp,15070411000001103,0802010G0AAADAD,Azathioprine 25mg tablets (Sigma Pharmaceuticals Plc)
51,amp,8388611000001100,0802010G0AAADAD,Azathioprine 25mg tablets (Teva UK Ltd)
52,amp,13740711000001100,0802010G0AAADAD,Azathioprine 25mg tablets (Tillomed Laboratories Ltd)
53,amp,21780411000001106,0802010G0AAADAD,Azathioprine 25mg tablets (Waymade Healthcare Plc)
54,amp,8268711000001102,0802010G0AAASAS,Azathioprine 25mg/5ml oral solution (Special Order)
55,amp,8269711000001106,0802010G0AACICI,Azathioprine 25mg/5ml oral suspension (Drug Tariff Special Order)
56,amp,8268511000001107,0802010G0AABCBC,Azathioprine 30mg/5ml oral solution (Special Order)
57,amp,8269111000001105,0802010G0AABCBC,Azathioprine 30mg/5ml oral suspension (Special Order)
58,amp,12210411000001104,0802010G0AABFBF,Azathioprine 37.5mg/5ml oral solution (Special Order)
59,amp,12209611000001109,0802010G0AABFBF,Azathioprine 37.5mg/5ml oral suspension (Special Order)
60,amp,8272311000001109,0802010G0AAAQAQ,Azathioprine 40mg/5ml oral solution (Special Order)
61,amp,8277711000001105,0802010G0AAAQAQ,Azathioprine 40mg/5ml oral suspension (Special Order)
62,amp,41911000001104,0802010G0AAAEAE,Azathioprine 50mg tablets (A A H Pharmaceuticals Ltd)
63,amp,339911000001103,0802010G0AAAEAE,Azathioprine 50mg tablets (Actavis UK Ltd)
64,amp,888811000001106,0802010G0AAAEAE,Azathioprine 50mg tablets (Alliance Healthcare (Distribution) Ltd)
65,amp,18497511000001105,0802010G0AAAEAE,Azathioprine 50mg tablets (Almus Pharmaceuticals Ltd)
66,amp,13386711000001105,0802010G0AAAEAE,Azathioprine 50mg tablets (Arrow Generics Ltd)
67,amp,22615211000001108,0802010G0AAAEAE,Azathioprine 50mg tablets (DE Pharmaceuticals)
68,amp,27990111000001105,0802010G0AAAEAE,Azathioprine 50mg tablets (Ennogen Healthcare Ltd)
69,amp,36105511000001109,0802010G0AAAEAE,Azathioprine 50mg tablets (Ennogen Pharma Ltd)
70,amp,10288111000001102,0802010G0AAAEAE,Azathioprine 50mg tablets (Focus Pharmaceuticals Ltd)
71,amp,178511000001107,0802010G0AAAEAE,Azathioprine 50mg tablets (IVAX Pharmaceuticals UK Ltd)
72,amp,863111000001105,0802010G0AAAEAE,Azathioprine 50mg tablets (Kent Pharmaceuticals Ltd)
73,amp,29998111000001100,0802010G0AAAEAE,Azathioprine 50mg tablets (Mawdsley-Brooks & Company Ltd)
74,amp,843311000001103,0802010G0AAAEAE,Azathioprine 50mg tablets (Mylan)
75,amp,17790011000001100,0802010G0AAAEAE,Azathioprine 50mg tablets (Phoenix Healthcare Distribution Ltd)
76,amp,37077111000001106,0802010G0AAAEAE,Azathioprine 50mg tablets (Relonchem Ltd)
77,amp,428011000001101,0802010G0AAAEAE,Azathioprine 50mg tablets (Sandoz Ltd)
78,amp,15070611000001100,0802010G0AAAEAE,Azathioprine 50mg tablets (Sigma Pharmaceuticals Plc)
79,amp,18280311000001100,0802010G0AAAEAE,Azathioprine 50mg tablets (Strides Pharma UK Ltd)
80,amp,715511000001100,0802010G0AAAEAE,Azathioprine 50mg tablets (Teva UK Ltd)
81,amp,13740911000001103,0802010G0AAAEAE,Azathioprine 50mg tablets (Tillomed Laboratories Ltd)
82,amp,21780711000001100,0802010G0AAAEAE,Azathioprine 50mg tablets (Waymade Healthcare Plc)
83,amp,8274811000001106,0802010G0AAAPAP,Azathioprine 50mg/5ml oral solution (Special Order)
84,amp,8278511000001101,0802010G0AACHCH,Azathioprine 50mg/5ml oral suspension (Drug Tariff Special Order)
85,amp,8742911000001104,0802010G0AABPBP,Azathioprine 5mg capsules (Special Order)
86,amp,8273411000001106,0802010G0AAAYAY,Azathioprine 5mg/5ml oral solution (Special Order)
87,amp,8275911000001102,0802010G0AAAYAY,Azathioprine 5mg/5ml oral suspension (Special Order)
88,amp,8288511000001105,0802010G0AABGBG,Azathioprine 60mg/5ml oral solution (Special Order)
89,amp,8290111000001102,0802010G0AABGBG,Azathioprine 60mg/5ml oral suspension (Special Order)
90,amp,8279411000001108,0802010G0AAATAT,Azathioprine 75mg/5ml oral solution (Special Order)
91,amp,8280411000001108,0802010G0AAATAT,Azathioprine 75mg/5ml oral suspension (Special Order)
92,amp,8291411000001103,0802010G0AACDCD,Azathioprine 90mg/5ml oral solution (Special Order)
93,amp,8292211000001109,0802010G0AACDCD,Azathioprine 90mg/5ml oral suspension (Special Order)
94,amp,34609111000001108,1001030D0BCACAD,Benepali 25mg/0.5ml solution for injection pre-filled syringes (Biogen Idec Ltd)
95,amp,32230111000001103,1001030D0BCABAE,Benepali 50mg/1ml solution for injection pre-filled pens (Biogen Idec Ltd)
96,amp,32227111000001100,1001030D0BCAAAC,Benepali 50mg/1ml solution for injection pre-filled syringes (Biogen Idec Ltd)
97,amp,4512211000001102,0802040M0BCAAAD,Betaferon 300microgram powder and solvent for solution for injection vials (Bayer Plc)
98,amp,4680811000001107,0801020G0BCAAAA,"Bleo-Kyowa 15,000unit powder for solution for injection vials (Kyowa Kirin Ltd)"
99,amp,34782411000001102,0801010B0AAABAB,Busulfan 2mg tablets (A A H Pharmaceuticals Ltd)
100,amp,31880111000001103,0801010B0AAABAB,Busulfan 2mg tablets (Alliance Healthcare (Distribution) Ltd)
101,amp,29934411000001106,0801010B0AAABAB,Busulfan 2mg tablets (Aspen Pharma Trading Ltd)
102,amp,4730111000001104,0801000I0AAATAT,Calcium folinate 100mg/10ml solution for injection vials (A A H Pharmaceuticals Ltd)
103,amp,35838711000001107,0801000I0AAATAT,Calcium folinate 100mg/10ml solution for injection vials (Consilient Health Ltd)
104,amp,36534411000001109,0801000I0AAATAT,Calcium folinate 100mg/10ml solution for injection vials (Fresenius Kabi Ltd)
105,amp,4730611000001107,0801000I0AAATAT,Calcium folinate 100mg/10ml solution for injection vials (Pfizer Ltd)
106,amp,36810311000001101,0801000I0AAATAT,Calcium folinate 100mg/10ml solution for injection vials (Sandoz Ltd)
107,amp,10522211000001107,0801000I0AAATAT,Calcium folinate 100mg/10ml solution for injection vials (Teva UK Ltd)
108,amp,10640411000001103,0801000I0AAATAT,Calcium folinate 100mg/10ml solution for injection vials (Wockhardt UK Ltd)
109,amp,3809211000001105,0801000I0AAAHAH,Calcium folinate 15mg tablets (A A H Pharmaceuticals Ltd)
110,amp,3810311000001109,0801000I0AAAHAH,Calcium folinate 15mg tablets (Advanz Pharma)
111,amp,3811411000001106,0801000I0AAAHAH,Calcium folinate 15mg tablets (Alliance Healthcare (Distribution) Ltd)
112,amp,21836111000001109,0801000I0AAAHAH,Calcium folinate 15mg tablets (Cubic Pharmaceuticals Ltd)
113,amp,22625611000001104,0801000I0AAAHAH,Calcium folinate 15mg tablets (DE Pharmaceuticals)
114,amp,30006911000001109,0801000I0AAAHAH,Calcium folinate 15mg tablets (Mawdsley-Brooks & Company Ltd)
115,amp,3809911000001101,0801000I0AAAHAH,Calcium folinate 15mg tablets (Mylan)
116,amp,3809711000001103,0801000I0AAAHAH,Calcium folinate 15mg tablets (Pfizer Ltd)
117,amp,21262911000001105,0801000I0AAAHAH,Calcium folinate 15mg tablets (Sigma Pharmaceuticals Plc)
118,amp,3809511000001108,0801000I0AAAHAH,Calcium folinate 15mg tablets (Teva UK Ltd)
119,amp,21827411000001104,0801000I0AAAHAH,Calcium folinate 15mg tablets (Waymade Healthcare Plc)
120,amp,4519611000001107,0801000I0AAAGAG,Calcium folinate 15mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)
121,amp,4520011000001104,0801000I0AAAGAG,Calcium folinate 15mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)
122,amp,4519811000001106,0801000I0AAAGAG,Calcium folinate 15mg/2ml solution for injection ampoules (Pfizer Ltd)
123,amp,12262711000001105,0801000I0AAAWAW,Calcium folinate 15mg/5ml oral solution (Special Order)
124,amp,12262011000001108,0801000I0AAAWAW,Calcium folinate 15mg/5ml oral suspension (Special Order)
125,amp,4728611000001108,0801000I0AAAPAP,Calcium folinate 300mg/30ml solution for injection vials (A A H Pharmaceuticals Ltd)
126,amp,4729511000001103,0801000I0AAAPAP,Calcium folinate 300mg/30ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)
127,amp,35838911000001109,0801000I0AAAPAP,Calcium folinate 300mg/30ml solution for injection vials (Consilient Health Ltd)
128,amp,4729311000001109,0801000I0AAAPAP,Calcium folinate 300mg/30ml solution for injection vials (Pfizer Ltd)
129,amp,10523711000001108,0801000I0AAAPAP,Calcium folinate 300mg/30ml solution for injection vials (Teva UK Ltd)
130,amp,4728811000001107,0801000I0AAAPAP,Calcium folinate 300mg/30ml solution for injection vials (Wockhardt UK Ltd)
131,amp,4394811000001109,0801000I0AAAFAF,Calcium folinate 30mg/10ml solution for injection ampoules (A A H Pharmaceuticals Ltd)
132,amp,4397111000001107,0801000I0AAAAAA,Calcium folinate 3mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)
133,amp,4397511000001103,0801000I0AAAAAA,Calcium folinate 3mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)
134,amp,4397311000001109,0801000I0AAAAAA,Calcium folinate 3mg/1ml solution for injection ampoules (Hospira UK Ltd)
135,amp,4731211000001104,0801000I0AAAMAM,Calcium folinate 50mg/5ml solution for injection vials (A A H Pharmaceuticals Ltd)
136,amp,35837511000001101,0801000I0AAAMAM,Calcium folinate 50mg/5ml solution for injection vials (Consilient Health Ltd)
137,amp,4731411000001100,0801000I0AAAMAM,Calcium folinate 50mg/5ml solution for injection vials (Pfizer Ltd)
138,amp,10521811000001104,0801000I0AAAMAM,Calcium folinate 50mg/5ml solution for injection vials (Teva UK Ltd)
139,amp,23640111000001106,0801030V0AAABAB,Capecitabine 150mg tablets (A A H Pharmaceuticals Ltd)
140,amp,27855611000001105,0801030V0AAABAB,Capecitabine 150mg tablets (Accord Healthcare Ltd)
141,amp,24200211000001107,0801030V0AAABAB,Capecitabine 150mg tablets (Actavis UK Ltd)
142,amp,28003411000001105,0801030V0AAABAB,Capecitabine 150mg tablets (Dr Reddy's Laboratories (UK) Ltd)
143,amp,33655111000001104,0801030V0AAABAB,Capecitabine 150mg tablets (Morningside Healthcare Ltd)
144,amp,24559811000001100,0801030V0AAABAB,Capecitabine 150mg tablets (Mylan)
145,amp,23668711000001104,0801030V0AAABAB,Capecitabine 150mg tablets (Zentiva)
146,amp,24375211000001100,0801030V0AAABAB,Capecitabine 150mg tablets (medac UK)
147,amp,27044711000001102,0801030V0AAACAC,Capecitabine 300mg tablets (A A H Pharmaceuticals Ltd)
148,amp,27856011000001107,0801030V0AAACAC,Capecitabine 300mg tablets (Accord Healthcare Ltd)
149,amp,24376511000001109,0801030V0AAACAC,Capecitabine 300mg tablets (medac UK)
150,amp,23640311000001108,0801030V0AAAAAA,Capecitabine 500mg tablets (A A H Pharmaceuticals Ltd)
151,amp,27856711000001109,0801030V0AAAAAA,Capecitabine 500mg tablets (Accord Healthcare Ltd)
152,amp,24200411000001106,0801030V0AAAAAA,Capecitabine 500mg tablets (Actavis UK Ltd)
153,amp,24656211000001103,0801030V0AAAAAA,Capecitabine 500mg tablets (Dr Reddy's Laboratories (UK) Ltd)
154,amp,33655711000001103,0801030V0AAAAAA,Capecitabine 500mg tablets (Morningside Healthcare Ltd)
155,amp,24560011000001107,0801030V0AAAAAA,Capecitabine 500mg tablets (Mylan)
156,amp,24574711000001105,0801030V0AAAAAA,Capecitabine 500mg tablets (Sun Pharmaceutical Industries Europe B.V.)
157,amp,23668911000001102,0801030V0AAAAAA,Capecitabine 500mg tablets (Zentiva)
158,amp,24375411000001101,0801030V0AAAAAA,Capecitabine 500mg tablets (medac UK)
159,amp,19496811000001109,0802020T0BHAAAF,Capexion 0.5mg capsules (Mylan)
160,amp,19497011000001100,0802020T0BHABAB,Capexion 1mg capsules (Mylan)
161,amp,17665811000001108,0802020G0BFACAD,Capimune 100mg capsules (Mylan)
162,amp,17666911000001105,0802020G0BFAAAC,Capimune 25mg capsules (Mylan)
163,amp,17665611000001109,0802020G0BFABAF,Capimune 50mg capsules (Mylan)
164,amp,20358611000001109,0801050BGBBAAAA,Caprelsa 100mg tablets (Genzyme Therapeutics Ltd)
165,amp,19376911000001102,0802020G0BGAAAD,Capsorin 100mg capsules (Morningside Healthcare Ltd)
166,amp,35206711000001106,0802020G0BGADAG,Capsorin 100mg/ml oral solution (Morningside Healthcare Ltd)
167,amp,19377311000001100,0802020G0BGACAC,Capsorin 25mg capsules (Morningside Healthcare Ltd)
168,amp,19377111000001102,0802020G0BGABAF,Capsorin 50mg capsules (Morningside Healthcare Ltd)
169,amp,36896211000001107,1001030Q0BCAAAB,Captimer 250mg tablets (Imported (Germany))
170,amp,4881311000001100,0802010M0BBAEAJ,CellCept 1g/5ml oral suspension (Roche Products Ltd)
171,amp,3659911000001102,0802010M0BBAAAA,CellCept 250mg capsules (Roche Products Ltd)
172,amp,3661611000001102,0802010M0BBABAB,CellCept 500mg tablets (Roche Products Ltd)
173,amp,34809211000001105,0802010N0BCAAAA,Ceptava 180mg gastro-resistant tablets (Sandoz Ltd)
174,amp,34809411000001109,0802010N0BCABAB,Ceptava 360mg gastro-resistant tablets (Sandoz Ltd)
175,amp,29699211000001100,0801050AXBDAAAD,Certican 0.25mg tablets (Novartis Pharmaceuticals UK Ltd)
176,amp,29699711000001107,0801050AXBDACAF,Certican 0.5mg tablets (Novartis Pharmaceuticals UK Ltd)
177,amp,29699411000001101,0801050AXBDABAE,Certican 0.75mg tablets (Novartis Pharmaceuticals UK Ltd)
178,amp,23118711000001104,0801010F0AAAAAA,Chlorambucil 2mg tablets (A A H Pharmaceuticals Ltd)
179,amp,28093711000001101,0801010F0AAAAAA,Chlorambucil 2mg tablets (Alliance Healthcare (Distribution) Ltd)
180,amp,22836011000001109,0801010F0AAAAAA,Chlorambucil 2mg tablets (Aspen Pharma Trading Ltd)
181,amp,16550911000001109,0802020G0AAADAD,Ciclosporin 100mg capsules (A A H Pharmaceuticals Ltd)
182,amp,22604011000001104,0802020G0AAADAD,Ciclosporin 100mg capsules (Colorama Pharmaceuticals Ltd)
183,amp,21835311000001101,0802020G0AAADAD,Ciclosporin 100mg capsules (Cubic Pharmaceuticals Ltd)
184,amp,22408711000001107,0802020G0AAADAD,Ciclosporin 100mg capsules (DE Pharmaceuticals)
185,amp,26019111000001108,0802020G0AAADAD,Ciclosporin 100mg capsules (Ennogen Healthcare Ltd)
186,amp,24158111000001107,0802020G0AAADAD,Ciclosporin 100mg capsules (Ethigen Ltd)
187,amp,25695111000001104,0802020G0AAADAD,Ciclosporin 100mg capsules (Icarus Pharmaceuticals Ltd)
188,amp,23428211000001103,0802020G0AAADAD,Ciclosporin 100mg capsules (J M McGill Ltd)
189,amp,24113511000001103,0802020G0AAADAD,Ciclosporin 100mg capsules (Lexon (UK) Ltd)
190,amp,24520311000001104,0802020G0AAADAD,Ciclosporin 100mg capsules (Mawdsley-Brooks & Company Ltd)
191,amp,23936311000001108,0802020G0AAADAD,Ciclosporin 100mg capsules (Niche Pharma Ltd)
192,amp,28122211000001100,0802020G0AAADAD,Ciclosporin 100mg capsules (Pharma-z Ltd)
193,amp,17857011000001106,0802020G0AAADAD,Ciclosporin 100mg capsules (Phoenix Healthcare Distribution Ltd)
194,amp,21263511000001105,0802020G0AAADAD,Ciclosporin 100mg capsules (Sigma Pharmaceuticals Plc)
195,amp,16550511000001102,0802020G0AAACAC,Ciclosporin 25mg capsules (A A H Pharmaceuticals Ltd)
196,amp,22604211000001109,0802020G0AAACAC,Ciclosporin 25mg capsules (Colorama Pharmaceuticals Ltd)
197,amp,21835711000001102,0802020G0AAACAC,Ciclosporin 25mg capsules (Cubic Pharmaceuticals Ltd)
198,amp,22408311000001108,0802020G0AAACAC,Ciclosporin 25mg capsules (DE Pharmaceuticals)
199,amp,26021211000001109,0802020G0AAACAC,Ciclosporin 25mg capsules (Ennogen Healthcare Ltd)
200,amp,24157711000001107,0802020G0AAACAC,Ciclosporin 25mg capsules (Ethigen Ltd)
201,amp,25694011000001104,0802020G0AAACAC,Ciclosporin 25mg capsules (Icarus Pharmaceuticals Ltd)
202,amp,23428411000001104,0802020G0AAACAC,Ciclosporin 25mg capsules (J M McGill Ltd)
203,amp,24519911000001104,0802020G0AAACAC,Ciclosporin 25mg capsules (Mawdsley-Brooks & Company Ltd)
204,amp,23936511000001102,0802020G0AAACAC,Ciclosporin 25mg capsules (Niche Pharma Ltd)
205,amp,28122711000001107,0802020G0AAACAC,Ciclosporin 25mg capsules (Pharma-z Ltd)
206,amp,17856611000001101,0802020G0AAACAC,Ciclosporin 25mg capsules (Phoenix Healthcare Distribution Ltd)
207,amp,21263111000001101,0802020G0AAACAC,Ciclosporin 25mg capsules (Sigma Pharmaceuticals Plc)
208,amp,16550711000001107,0802020G0AAAFAF,Ciclosporin 50mg capsules (A A H Pharmaceuticals Ltd)
209,amp,22604411000001108,0802020G0AAAFAF,Ciclosporin 50mg capsules (Colorama Pharmaceuticals Ltd)
210,amp,21835511000001107,0802020G0AAAFAF,Ciclosporin 50mg capsules (Cubic Pharmaceuticals Ltd)
211,amp,22408511000001102,0802020G0AAAFAF,Ciclosporin 50mg capsules (DE Pharmaceuticals)
212,amp,26022211000001102,0802020G0AAAFAF,Ciclosporin 50mg capsules (Ennogen Healthcare Ltd)
213,amp,24157911000001109,0802020G0AAAFAF,Ciclosporin 50mg capsules (Ethigen Ltd)
214,amp,25694711000001102,0802020G0AAAFAF,Ciclosporin 50mg capsules (Icarus Pharmaceuticals Ltd)
215,amp,23428611000001101,0802020G0AAAFAF,Ciclosporin 50mg capsules (J M McGill Ltd)
216,amp,24520111000001101,0802020G0AAAFAF,Ciclosporin 50mg capsules (Mawdsley-Brooks & Company Ltd)
217,amp,23936711000001107,0802020G0AAAFAF,Ciclosporin 50mg capsules (Niche Pharma Ltd)
218,amp,28123311000001103,0802020G0AAAFAF,Ciclosporin 50mg capsules (Pharma-z Ltd)
219,amp,17856811000001102,0802020G0AAAFAF,Ciclosporin 50mg capsules (Phoenix Healthcare Distribution Ltd)
220,amp,21263311000001104,0802020G0AAAFAF,Ciclosporin 50mg capsules (Sigma Pharmaceuticals Plc)
221,amp,33511811000001109,1001030Y0BBABAB,Cimzia 200mg/1ml solution for injection pre-filled pens (UCB Pharma Ltd)
222,amp,17316011000001102,1001030Y0BBAAAA,Cimzia 200mg/1ml solution for injection pre-filled syringes (UCB Pharma Ltd)
223,amp,8261711000001107,0802040U0BBABAB,Copaxone 20mg/1ml solution for injection pre-filled syringes (Teva UK Ltd)
224,amp,29821511000001103,0802040U0BBACAC,Copaxone 40mg/1ml solution for injection pre-filled syringes (Teva UK Ltd)
225,amp,4496611000001107,0801020D0BBAAAA,Cosmegen Lyovac 500microgram powder for solution for injection vials (Recordati Rare Diseases UK Ltd)
226,amp,18758511000001105,0801010H0AAADAD,Cyclophosphamide 1g powder for solution for injection vials (A A H Pharmaceuticals Ltd)
227,amp,18032111000001103,0801010H0AAADAD,Cyclophosphamide 1g powder for solution for injection vials (Alliance Healthcare (Distribution) Ltd)
228,amp,17054111000001101,0801010H0AAADAD,Cyclophosphamide 1g powder for solution for injection vials (Baxter Healthcare Ltd)
229,amp,7258311000001103,0801010H0AAADAD,Cyclophosphamide 1g powder for solution for injection vials (Pfizer Ltd)
230,amp,28926411000001102,0801010H0AAADAD,Cyclophosphamide 1g powder for solution for injection vials (Sandoz Ltd)
231,amp,5009111000001105,0801010H0AAACAC,Cyclophosphamide 500mg powder for solution for injection vials (A A H Pharmaceuticals Ltd)
232,amp,5010211000001108,0801010H0AAACAC,Cyclophosphamide 500mg powder for solution for injection vials (Alliance Healthcare (Distribution) Ltd)
233,amp,17053911000001100,0801010H0AAACAC,Cyclophosphamide 500mg powder for solution for injection vials (Baxter Healthcare Ltd)
234,amp,5009911000001108,0801010H0AAACAC,Cyclophosphamide 500mg powder for solution for injection vials (Pfizer Ltd)
235,amp,34177711000001108,0801010H0AAACAC,Cyclophosphamide 500mg powder for solution for injection vials (Sandoz Ltd)
236,amp,3693911000001106,0801010H0AAAFAF,Cyclophosphamide 50mg tablets (A A H Pharmaceuticals Ltd)
237,amp,3694511000001101,0801010H0AAAFAF,Cyclophosphamide 50mg tablets (Alliance Healthcare (Distribution) Ltd)
238,amp,17053711000001102,0801010H0AAAFAF,Cyclophosphamide 50mg tablets (Baxter Healthcare Ltd)
239,amp,3694311000001107,0801010H0AAAFAF,Cyclophosphamide 50mg tablets (Pfizer Ltd)
240,amp,8409411000001100,0801010H0AAANAN,Cyclophosphamide 50mg/5ml oral solution (Special Order)
241,amp,8410311000001100,0801010H0AAANAN,Cyclophosphamide 50mg/5ml oral suspension (Special Order)
242,amp,37726811000001103,0801050ANAAADAD,Dasatinib 100mg tablets (Zentiva)
243,amp,37725411000001109,0801050ANAAAAAA,Dasatinib 20mg tablets (Zentiva)
244,amp,16306911000001100,0802020G0BEACAD,Deximune 100mg capsules (Dexcel-Pharma Ltd)
245,amp,16306511000001107,0802020G0BEAAAC,Deximune 25mg capsules (Dexcel-Pharma Ltd)
246,amp,16306711000001102,0802020G0BEABAF,Deximune 50mg capsules (Dexcel-Pharma Ltd)
247,amp,98511000001108,1001030F0BBABAE,Distamine 125mg tablets (Alliance Pharmaceuticals Ltd)
248,amp,13711000001108,1001030F0BBACAF,Distamine 250mg tablets (Alliance Pharmaceuticals Ltd)
249,amp,19956011000001109,1001030U0BFAGBS,Ebetrex 20mg/1ml solution for injection pre-filled syringes (Sandoz Ltd)
250,amp,4156611000001102,1001030D0BBAAAA,Enbrel 25mg powder and solvent for solution for injection vials (Pfizer Ltd)
251,amp,11033511000001108,1001030D0BBAEAD,Enbrel 25mg/0.5ml solution for injection pre-filled syringes (Pfizer Ltd)
252,amp,15980311000001108,1001030D0BBAFAE,Enbrel 50mg/1ml solution for injection pre-filled MyClic pens (Pfizer Ltd)
253,amp,10967711000001103,1001030D0BBACAC,Enbrel 50mg/1ml solution for injection pre-filled syringes (Pfizer Ltd)
254,amp,11023211000001107,1001030D0BBADAA,Enbrel Paediatric 25mg powder and solvent for solution for injection vials (Pfizer Ltd)
255,amp,28791811000001107,0802020T0BJAABC,Envarsus 1mg modified-release tablets (Chiesi Ltd)
256,amp,28792411000001100,0802020T0BJACBE,Envarsus 4mg modified-release tablets (Chiesi Ltd)
257,amp,28792111000001105,0802020T0BJABBD,Envarsus 750microgram modified-release tablets (Chiesi Ltd)
258,amp,34634111000001100,1001030D0BDACAE,Erelzi 50mg/1ml solution for injection pre-filled pens (Sandoz Ltd)
